SongID,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hit,fullpct,subpct,p1,r1,w,off
FocusedWale Featuring Kid Cudi,Explicit Content,212333,45,0.735,0.801,C#/Db,-5.067,major,0.0554,0.275,0,0.137,0.497,123.094,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Follow GodKanye West,No Explicit Content,104591,87,0.529,0.9,C#/Db,-3.503,major,0.418,0.000248,0.0000121,0.0426,0.434,180.291,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Foolish BeatDebbie Gibson,No Explicit Content,262413,53,0.542,0.44,Bb,-11.161,minor,0.0257,0.267,2.48E-6,0.147,0.341,78.325,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Foolish PrideDaryl Hall,No Explicit Content,236733,29,0.793,0.769,E,-8.134,major,0.032,0.117,0.0000103,0.156,0.956,106.976,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
FoolishAshanti,Explicit Content,227386,72,0.477,0.728,C,-5.71,major,0.0831,0.358,0,0.11,0.69,89.209,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
FootlooseKenny Loggins,No Explicit Content,220706,70,0.546,0.895,A,-7.189,major,0.0579,0.0819,0.0000142,0.0768,0.494,174.089,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
For GoodGlee Cast,No Explicit Content,303826,39,0.336,0.374,F#,-8.177,major,0.0374,0.86,0,0.167,0.186,92.508,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
For The Love Of YouJordan Hill,No Explicit Content,276400,17,0.66,0.843,G#/Ab,-5.713,major,0.0305,0.236,1.03E-6,0.149,0.566,93.01,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
For What It's WorthKing Curtis & The Kingpins,No Explicit Content,157533,18,0.644,0.234,A,-11.193,major,0.0268,0.779,0.0527,0.0802,0.489,100.287,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
For Whom The Bell TollsJ. Cole,Explicit Content,127880,62,0.652,0.407,Bb,-11.028,minor,0.0354,0.471,0,0.294,0.169,111.65,3,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
For Your Precious LoveGarnet Mimms & The Enchanters,No Explicit Content,184640,26,0.57,0.314,D,-10.041,major,0.0272,0.803,1.27E-6,0.245,0.395,83.731,3,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Forever TonightPeter Cetera & Crystal Bernard,No Explicit Content,274453,58,0.601,0.527,C#/Db,-8.894,major,0.0246,0.601,0.000966,0.177,0.284,105.953,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Forever YoungAlphaville,No Explicit Content,226706,75,0.489,0.483,A,-9.466,minor,0.0275,0.42,0.0028,0.236,0.333,136.822,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Forever Your GirlPaula Abdul,No Explicit Content,300466,42,0.701,0.891,D,-7.873,major,0.0446,0.185,0.0454,0.076,0.747,119.966,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Found A CureAshford & Simpson,No Explicit Content,421040,21,0.842,0.636,G#/Ab,-7.674,minor,0.0569,0.337,0.0116,0.105,0.903,124.518,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
FrankensteinEdgar Winter Group,No Explicit Content,284293,45,0.625,0.733,F,-12.127,major,0.0927,0.0595,0.88,0.164,0.524,95.211,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Freak MeSilk,No Explicit Content,274533,59,0.697,0.608,E,-10.976,minor,0.0463,0.0295,0,0.276,0.725,133.879,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
FreaksFrench Montana Featuring Nicki Minaj,Explicit Content,181920,44,0.771,0.898,A,-4.749,major,0.256,0.0511,0,0.558,0.768,96.587,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Free SpiritAtlanta Rhythm Section,No Explicit Content,239866,14,0.666,0.648,E,-7.019,minor,0.0288,0.0104,1.68E-6,0.0548,0.742,117.612,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
French KissinDebbie Harry,No Explicit Content,314360,21,0.639,0.611,C,-11.835,major,0.0309,0.247,0.0000409,0.0742,0.81,97.216,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
FreshKool & The Gang,No Explicit Content,266560,59,0.838,0.381,B,-16.867,minor,0.0351,0.00912,0.0988,0.0364,0.95,117.708,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
FriendsJ. Cole Featuring kiLL edward,Explicit Content,257646,63,0.716,0.652,F#,-7.909,minor,0.398,0.102,0,0.11,0.494,109.295,5,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Funk # 49James Gang,No Explicit Content,246293,57,0.653,0.928,D,-7.867,major,0.0776,0.0387,0.696,0.096,0.74,91.203,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Funk BoutiqueThe Cover Girls,No Explicit Content,403000,9,0.629,0.857,F#,-10.33,minor,0.0396,0.00723,0.331,0.083,0.685,115.781,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"FunkytownLipps, Inc.",No Explicit Content,237506,57,0.91,0.576,C,-8.385,major,0.0639,0.00063,0.272,0.108,0.212,122.883,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Funny The Way It IsDave Matthews Band,No Explicit Content,266626,46,0.587,0.943,C,-3.277,major,0.0346,0.157,0,0.248,0.747,103.013,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
GalvestonGlen Campbell,No Explicit Content,161066,52,0.526,0.52,F,-8.918,major,0.0296,0.202,0.000329,0.156,0.675,118.404,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Game Of LoveWayne Fontana & The Mindbenders,No Explicit Content,127093,44,0.575,0.843,A,-4.298,major,0.0328,0.0946,0,0.197,0.953,109.254,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Genie In A BottleChristina Aguilera,No Explicit Content,217573,73,0.627,0.8,C#/Db,-6.945,major,0.162,0.21,0.000123,0.137,0.912,175.815,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
George JacksonBob Dylan,No Explicit Content,217400,21,0.559,0.295,G,-11.368,major,0.0341,0.57,0.000053,0.106,0.52,89.89,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Georgia On My MindRay Charles,No Explicit Content,372626,40,0.304,0.289,E,-10.963,minor,0.0432,0.752,0,0.756,0.154,147.176,3,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Georgia RoseTony Bennett,No Explicit Content,176826,6,0.287,0.267,Bb,-13.748,minor,0.0313,0.932,0.087,0.108,0.141,83.818,1,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
GeorgiaLudacris & Field Mob Featuring Jamie Foxx,Explicit Content,261293,47,0.452,0.872,C,-7.603,minor,0.564,0.109,0,0.251,0.528,67.348,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Get At Me DogDMX Featuring Sheek Of The Lox,Explicit Content,243240,47,0.596,0.623,C#/Db,-8.444,major,0.496,0.0399,0,0.729,0.476,97.002,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Get BackLudacris,Explicit Content,270746,58,0.582,0.651,C#/Db,-4.971,major,0.257,0.0749,0,0.134,0.191,171.463,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Get BusySean Paul,No Explicit Content,211666,73,0.735,0.824,Bb,-4.143,minor,0.036,0.615,0,0.158,0.726,100.202,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Get Down TonightKC And The Sunshine Band,No Explicit Content,317106,53,0.669,0.754,Bb,-12.223,major,0.0279,0.134,0.0069,0.46,0.906,112.683,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
"Get LowWaka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida",Explicit Content,256120,44,0.802,0.837,G#/Ab,-6.269,major,0.13,0.12,0,0.288,0.83,124.951,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Get LuckyDaft Punk Featuring Pharrell Williams,No Explicit Content,369626,74,0.794,0.811,F#,-8.966,minor,0.038,0.0426,1.07E-6,0.101,0.862,116.047,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Get Off My Back WomanB.B. King,No Explicit Content,196333,15,0.71,0.538,D,-12.084,major,0.037,0.21,0.0000191,0.039,0.854,102.246,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Get Off Of My CloudThe Rolling Stones,No Explicit Content,175080,56,0.579,0.877,E,-8.83,major,0.0488,0.0289,0.571,0.0656,0.9,126.336,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
"Get Outta My Dreams, Get Into My CarBilly Ocean",No Explicit Content,333506,60,0.661,0.911,E,-6.571,major,0.0417,0.0557,5.68E-6,0.349,0.919,117.147,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Get UpCiara Featuring Chamillionaire,No Explicit Content,263373,56,0.941,0.631,C#/Db,-5.998,minor,0.114,0.0366,1.8E-6,0.0311,0.63,128.597,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Gettin' Jiggy Wit ItWill Smith,No Explicit Content,227694,71,0.881,0.874,F#,-4.505,major,0.139,0.0175,1.19E-6,0.154,0.858,107.891,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
GhostbustersRay Parker Jr.,No Explicit Content,240800,67,0.779,0.717,F#,-9.7,minor,0.0335,0.0125,0.0536,0.355,0.789,115.384,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Gimme Some LoveGina G,No Explicit Content,214226,12,0.695,0.862,Bb,-5.642,minor,0.0493,0.192,0.00073,0.0603,0.771,133.925,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Ginger BreadFrankie Avalon,No Explicit Content,123653,16,0.546,0.623,G#/Ab,-12.136,major,0.0352,0.461,0.0000432,0.195,0.976,147.226,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Girl I Am Searching For YouStevie B,No Explicit Content,287091,9,0.668,0.761,B,-13.509,minor,0.0462,0.0108,0.000272,0.0679,0.625,119.48,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Girl In LoveThe Outsiders,No Explicit Content,200506,8,0.407,0.134,F#,-17.784,minor,0.0326,0.341,0.000093,0.357,0.324,97.322,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
GirlfriendAvril Lavigne,Explicit Content,216131,73,0.56,0.959,G,-2.433,major,0.102,0.000738,0.000206,0.209,0.67,163.983,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Girls Are More FunRay Parker Jr.,No Explicit Content,268933,10,0.714,0.729,B,-10.669,minor,0.0339,0.0257,0.0136,0.0815,0.54,119.069,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Girls Can't Do What The Guys DoBetty Wright,No Explicit Content,127666,29,0.485,0.661,D,-7.831,minor,0.209,0.4,1.21E-6,0.0643,0.875,164.465,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Girls Like YouMaroon 5 Featuring Cardi B,Explicit Content,235545,75,0.851,0.541,C,-6.825,major,0.0505,0.568,0,0.13,0.448,124.959,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Give It 2 YouDa Brat,Explicit Content,193160,37,0.871,0.455,F#,-12.414,major,0.179,0.0032,0,0.075,0.709,91.926,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Give It To MeTimbaland Featuring Nelly Furtado & Justin Timberlake,Explicit Content,234026,55,0.973,0.723,G#/Ab,-4.017,major,0.0569,0.17,0.000282,0.0863,0.751,110.625,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Give Me All Your Luvin'Madonna Featuring Nicki Minaj & M.I.A.,No Explicit Content,202760,42,0.68,0.885,B,-4.36,major,0.0382,0.00557,0.000704,0.377,0.879,144.998,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Give Me EverythingPitbull Featuring Ne-Yo, Afrojack & Nayer",No Explicit Content,252306,79,0.671,0.939,G#/Ab,-3.206,major,0.161,0.192,0,0.298,0.529,129.023,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Give Me Love - (Give Me Peace On Earth)George Harrison,No Explicit Content,215693,61,0.388,0.564,F,-11.531,major,0.0484,0.485,0.00989,0.127,0.6,79.294,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Give Myself A PartyDon Gibson,No Explicit Content,160173,15,0.627,0.499,G,-8.414,major,0.0304,0.544,0,0.411,0.931,111.869,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Give Peace A ChancePlastic Ono Band,No Explicit Content,292973,55,0.442,0.853,C#/Db,-12.57,major,0.123,0.326,0,0.816,0.208,83.871,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
GlamorousFergie Featuring Ludacris,Explicit Content,246573,67,0.81,0.748,C,-6.464,major,0.211,0.32,0,0.0951,0.669,130.983,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
GlassThompson Square,No Explicit Content,231680,44,0.576,0.524,C#/Db,-4.961,major,0.026,0.299,4.5E-6,0.13,0.263,75.963,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
GloriousMacklemore Featuring Skylar Grey,Explicit Content,220454,78,0.731,0.794,C,-5.126,minor,0.0522,0.0323,0.0000259,0.112,0.356,139.994,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Glory And GoreLorde,No Explicit Content,210737,63,0.683,0.383,C#/Db,-8.781,major,0.038,0.267,0,0.239,0.264,143.931,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Glory Of LoveOtis Redding,No Explicit Content,168826,42,0.635,0.18,Bb,-13.843,major,0.04,0.733,1.79E-6,0.19,0.528,73.006,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Go Away Little GirlDonny Osmond,No Explicit Content,150600,34,0.302,0.521,G,-5.391,major,0.0354,0.72,4.74E-6,0.123,0.364,101.814,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Go Away Little GirlSteve Lawrence,No Explicit Content,132093,42,0.418,0.294,C,-14.145,major,0.0316,0.488,0,0.225,0.557,108.613,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Go GirlPitbull Featuring Trina & Young Bo$$,Explicit Content,229668,51,0.986,0.597,G#/Ab,-6.809,major,0.308,0.145,2.18E-6,0.197,0.761,115.004,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Go LegendBig Sean & Metro Boomin Featuring Travis Scott,Explicit Content,268946,65,0.656,0.564,C#/Db,-8.925,minor,0.0883,0.0167,1.39E-6,0.165,0.25,150.014,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Go Now!The Moody Blues,No Explicit Content,191013,49,0.343,0.522,F,-10.082,minor,0.0348,0.385,0,0.132,0.693,119.911,3,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
God Made GirlsRaeLynn,No Explicit Content,215013,56,0.488,0.917,Eb,-2.939,major,0.0291,0.0897,3.25E-6,0.135,0.772,156.053,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
God's PlanDrake,Explicit Content,198973,87,0.754,0.449,G,-9.211,major,0.109,0.0332,0.0000829,0.552,0.357,77.169,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Goin' HomeThe Osmonds,No Explicit Content,148866,16,0.521,0.812,D,-10.959,major,0.0309,0.117,0.0345,0.175,0.961,144.566,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Goin' Out Of My HeadLittle Anthony And The Imperials,No Explicit Content,149733,42,0.542,0.261,A,-12.231,major,0.0321,0.813,0,0.471,0.438,104.464,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Going Back To CaliThe Notorious B.I.G.,Explicit Content,307426,59,0.851,0.647,A,-5.847,major,0.339,0.207,0,0.0447,0.596,99.17,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Going Up The CountryCanned Heat,No Explicit Content,171373,65,0.653,0.239,F,-18.54,minor,0.0453,0.806,0.0146,0.132,0.765,80.392,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Gold DiggerKanye West Featuring Jamie Foxx,Explicit Content,207626,79,0.638,0.699,C#/Db,-5.54,minor,0.384,0.0223,0,0.0917,0.66,92.939,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Gonna Fly NowBill Conti,No Explicit Content,170240,57,0.438,0.812,C,-3.7,major,0.0377,0.499,0.768,0.0444,0.465,95.613,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Gonna Make You Sweat (Everybody Dance Now)C+C Music Factory,No Explicit Content,299933,24,0.806,0.936,F#,-5.988,major,0.0624,0.00199,0.246,0.0935,0.773,113.229,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Good For YouSelena Gomez Featuring A$AP Rocky,No Explicit Content,221280,65,0.607,0.673,F,-6.484,minor,0.0611,0.181,0,0.069,0.215,88.952,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Good GirlDustin Lynch,No Explicit Content,189533,70,0.711,0.696,G,-5.05,major,0.0871,0.16,0,0.17,0.694,80.512,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Good Lovin'The Young Rascals,No Explicit Content,150906,55,0.252,0.507,D,-13.337,major,0.0442,0.00206,0.00057,0.325,0.816,196.494,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Good MorningChamillionaire,No Explicit Content,212520,50,0.679,0.817,F,-4.127,major,0.0859,0.0494,0,0.158,0.361,88.064,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Good ThingFine Young Cannibals,No Explicit Content,201866,64,0.747,0.586,A,-10.119,minor,0.0299,0.0708,0.00008,0.0427,0.893,164.718,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Good Times With Bad BoysBoy Krazy,No Explicit Content,189000,8,0.657,0.936,C,-6.232,major,0.0299,0.444,0.0000999,0.354,0.761,130.171,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Good TimesChic,No Explicit Content,486186,62,0.869,0.503,D,-12.804,major,0.0479,0.0818,0.00837,0.187,0.914,112.664,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Good VibrationsMarky Mark & The Funky Bunch Featuring Loleatta Holloway,No Explicit Content,269306,58,0.714,0.953,C#/Db,-8.354,major,0.0543,0.00234,0.376,0.0245,0.882,121.653,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Good VibrationsThe Beach Boys,No Explicit Content,219026,71,0.396,0.473,Bb,-7.67,minor,0.0345,0.326,0.000124,0.109,0.385,133.449,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Goodbye Baby (Baby Goodbye)Solomon Burke,No Explicit Content,195066,26,0.651,0.356,F,-10.85,major,0.034,0.632,4.66E-6,0.122,0.507,121.621,3,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Goodbye My LoverJames Blunt,No Explicit Content,258653,70,0.432,0.261,E,-12.591,major,0.0512,0.953,0.00342,0.0903,0.273,89.567,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
GoodiesCiara Featuring Petey Pablo,No Explicit Content,223000,66,0.826,0.647,F,-6.306,minor,0.0491,0.0277,1.52E-6,0.298,0.872,102.017,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Got My Mind Set On YouGeorge Harrison,No Explicit Content,234653,71,0.767,0.854,E,-6.947,major,0.0426,0.465,2.03E-6,0.485,0.963,149.206,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Grazing In The GrassHugh Masekela,No Explicit Content,157773,41,0.666,0.573,F,-12.193,major,0.0292,0.375,0.831,0.236,0.916,106.9,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
GreaseFrankie Valli,No Explicit Content,207306,65,0.82,0.464,B,-8.45,major,0.0481,0.156,0,0.101,0.872,109.374,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Greatest Love Of AllWhitney Houston,No Explicit Content,291400,67,0.502,0.305,A,-16.011,major,0.0339,0.484,3.55E-6,0.117,0.248,131.242,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
GreatestEminem,Explicit Content,226937,74,0.809,0.737,C#/Db,-5.186,major,0.108,0.0441,0,0.341,0.367,80.025,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Green TambourineThe Lemon Pipers,No Explicit Content,147000,45,0.503,0.614,G,-7.814,major,0.0283,0.123,0.023,0.17,0.313,111.148,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Greetings (This is Uncle Sam)Valadiers,No Explicit Content,165240,34,0.53,0.569,D,-5.971,minor,0.0267,0.925,1.35E-6,0.641,0.616,86.17,3,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
GrenadeBruno Mars,No Explicit Content,223253,76,0.706,0.558,D,-7.237,minor,0.0593,0.146,0,0.118,0.227,110.443,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
"GrillzNelly Featuring Paul Wall, Ali & Gipp",Explicit Content,271160,59,0.862,0.515,E,-7.305,minor,0.266,0.0406,0,0.361,0.821,82.99,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Groovin'The Young Rascals,No Explicit Content,151289,57,0.605,0.455,F,-8.903,minor,0.0301,0.595,0,0.0816,0.678,106.825,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Groovy Kind Of LovePhil Collins,No Explicit Content,210733,60,0.452,0.306,D,-9.632,major,0.0274,0.235,0.0000191,0.0989,0.182,144.125,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Groovy SituationGene Chandler,No Explicit Content,193466,26,0.424,0.46,F,-14.26,major,0.0955,0.415,0,0.528,0.816,176.917,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Guts Over FearEminem Featuring Sia,Explicit Content,300386,56,0.656,0.855,F#,-4.282,major,0.212,0.318,0,0.257,0.507,140.057,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Gypsys, Tramps & ThievesCher",No Explicit Content,158000,55,0.48,0.669,C,-11.119,major,0.0376,0.203,0,0.0698,0.705,170.849,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
HIGHEST IN THE ROOMTravis Scott,Explicit Content,175720,95,0.598,0.427,G,-8.764,minor,0.0317,0.0546,5.83E-6,0.21,0.0605,76.469,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hang 'Em HighBooker T. & The MG's,No Explicit Content,236306,32,0.44,0.306,C,-15.417,major,0.0349,0.0251,0.839,0.104,0.6,116.718,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hang On SloopyThe McCoys,No Explicit Content,231800,56,0.764,0.516,G,-12.099,major,0.0334,0.167,0,0.0723,0.936,115.255,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hangin' ToughNew Kids On The Block,No Explicit Content,256560,49,0.764,0.551,F#,-11.98,major,0.0451,0.12,0.000656,0.28,0.746,90.775,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hanky PankyTommy James And The Shondells,No Explicit Content,172400,43,0.646,0.911,G,-6.228,minor,0.101,0.411,0.000484,0.115,0.895,126.122,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Happy TogetherThe Turtles,No Explicit Content,176293,75,0.584,0.367,F#,-9.638,minor,0.0328,0.55,0.0000138,0.0818,0.588,120.175,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
HappyPharrell Williams,No Explicit Content,232720,79,0.647,0.822,F,-4.662,minor,0.183,0.219,0,0.0908,0.962,160.019,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hard TimesParamore,No Explicit Content,182693,73,0.695,0.818,F,-5.379,minor,0.0334,0.00647,4.87E-6,0.0219,0.916,119.965,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hard To Say I'm SorryChicago,No Explicit Content,304134,70,0.398,0.57,E,-7.068,major,0.034,0.056,0.00125,0.0606,0.234,140.974,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Harlem ShakeBaauer,No Explicit Content,196664,62,0.452,0.794,C,-5.151,major,0.0483,0.0111,0.00182,0.416,0.282,137.825,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Harper Valley P.T.A.Jeannie C. Riley,No Explicit Content,195546,23,0.763,0.667,E,-6.999,major,0.0332,0.612,0.00133,0.088,0.869,122.778,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
